id;vin_number;registration_number;date_sent_to_fic;date_fixed;milage;car_element_name;fault_severity;cost;mechanics_report
1843;E98MWDBL41100965;U2100965;2000-09-09;2000-09-16;12476;Wydech;1;1493;Komentarz mechanika
1844;E98MWDBL41100965;U2100965;2000-10-16;2000-10-16;12668;Hamulce;7;2076;Komentarz mechanika
1845;X83TSXVS36100966;E6100966;2000-08-01;2000-08-04;20781;Warczy;5;4988;Komentarz mechanika
1846;O52EHTOA26100968;X5100968;2000-07-01;2000-07-03;12959;Wydech;9;7251;Komentarz mechanika
1847;Z98TEYHU93100969;A2100969;2000-08-01;2000-08-01;13347;Warczy;7;9427;Komentarz mechanika
1848;Z98TEYHU93100969;A2100969;2000-09-01;2000-09-03;12916;Wydech;10;6363;Komentarz mechanika
1849;Z98TEYHU93100969;A2100969;2000-10-03;2000-10-10;12490;Hamulce;7;9408;Komentarz mechanika
1850;E60QPDSQ43100970;A3100970;2000-08-01;2000-08-03;19023;Wydech;6;1053;Komentarz mechanika
1851;E60QPDSQ43100970;A3100970;2000-08-03;2000-08-10;19355;Hamulce;10;7514;Komentarz mechanika
1852;E60QPDSQ43100970;A3100970;2000-09-10;2000-09-11;19319;Hamulce;8;4926;Komentarz mechanika
1853;S17MRTHL41100971;X8100971;2000-06-01;2000-06-07;19142;Wydech;6;2975;Komentarz mechanika
1854;S17MRTHL41100971;X8100971;2000-08-07;2000-08-13;18654;Silnik;2;1177;Komentarz mechanika
1855;S17MRTHL41100971;X8100971;2000-09-13;2000-09-14;18945;Silnik;9;1973;Komentarz mechanika
1856;J91UYTHA43100972;E4100972;2000-06-01;2000-06-01;19369;Warczy;5;6662;Komentarz mechanika
1857;J91UYTHA43100972;E4100972;2000-06-01;2000-06-06;19146;Warczy;4;1246;Komentarz mechanika
1858;J91UYTHA43100972;E4100972;2000-08-06;2000-08-06;19852;Hamulce;3;7464;Komentarz mechanika
1859;G38BWIXQ45100975;H5100975;2000-08-01;2000-08-07;15611;Silnik;2;4390;Komentarz mechanika
1860;G38BWIXQ45100975;H5100975;2000-08-07;2000-08-13;15683;Hamulce;8;2067;Komentarz mechanika
1861;G38BWIXQ45100975;H5100975;2000-10-13;2000-10-21;15377;Wydech;3;2962;Komentarz mechanika
1862;G38BWIXQ45100975;H5100975;2000-11-21;2000-12-03;15208;Hamulce;6;9126;Komentarz mechanika
1863;Q80ZDOLU73100976;I6100976;2000-06-01;2000-06-11;19048;Wydech;7;2662;Komentarz mechanika
1864;Q80ZDOLU73100976;I6100976;2000-08-11;2000-08-19;18630;Wydech;5;7178;Komentarz mechanika
1865;Q80ZDOLU73100976;I6100976;2000-08-19;2000-08-19;18280;Warczy;7;2245;Komentarz mechanika
1866;Q80ZDOLU73100976;I6100976;2000-08-19;2000-09-01;18672;Hamulce;2;8073;Komentarz mechanika
1867;V67HAGLV28100977;X1100977;2000-08-01;2000-08-09;17954;Hamulce;2;4008;Komentarz mechanika
1868;V67HAGLV28100977;X1100977;2000-10-09;2000-10-09;18211;Hamulce;6;7716;Komentarz mechanika
1869;V67HAGLV28100977;X1100977;2000-10-09;2000-10-10;18623;Silnik;9;1452;Komentarz mechanika
1870;W66ZRRYN48100978;Z5100978;2000-07-01;2000-07-08;15589;Silnik;10;6271;Komentarz mechanika
1871;W66ZRRYN48100978;Z5100978;2000-09-08;2000-09-12;15179;Warczy;5;9880;Komentarz mechanika
1872;W66ZRRYN48100978;Z5100978;2000-09-12;2000-09-20;15667;Silnik;3;8629;Komentarz mechanika
1873;C22GFMNY24100979;G7100979;2000-07-01;2000-07-11;18622;Hamulce;10;7032;Komentarz mechanika
1874;C22GFMNY24100979;G7100979;2000-09-11;2000-09-19;18462;Wydech;9;8855;Komentarz mechanika
1875;H98HHBBF48100981;E3100981;2000-08-01;2000-08-02;20393;Wydech;10;7077;Komentarz mechanika
1876;H98HHBBF48100981;E3100981;2000-09-02;2000-09-09;20387;Silnik;2;8717;Komentarz mechanika
1877;H98HHBBF48100981;E3100981;2000-09-09;2000-09-17;20244;Warczy;8;9063;Komentarz mechanika
1878;F40ZQEOV21100983;E7100983;2000-08-01;2000-08-08;17049;Warczy;4;660;Komentarz mechanika
1879;O29VBELI79100984;K8100984;2000-07-01;2000-07-04;20321;Warczy;8;1102;Komentarz mechanika
1880;O29VBELI79100984;K8100984;2000-09-04;2000-09-05;21083;Silnik;7;4234;Komentarz mechanika
1881;O41OLBMH78100985;H1100985;2000-06-01;2000-06-05;13238;Silnik;5;3298;Komentarz mechanika
1882;O41OLBMH78100985;H1100985;2000-06-05;2000-06-10;13850;Wydech;6;6868;Komentarz mechanika
1883;O41OLBMH78100985;H1100985;2000-07-10;2000-07-11;13436;Warczy;10;8470;Komentarz mechanika
1884;D87XSQOR87100986;N9100986;2000-07-01;2000-07-01;20292;Silnik;6;2089;Komentarz mechanika
1885;D87XSQOR87100986;N9100986;2000-08-01;2000-08-04;19563;Warczy;6;1205;Komentarz mechanika
1886;D87XSQOR87100986;N9100986;2000-10-04;2000-10-06;19706;Warczy;5;4653;Komentarz mechanika
1887;X08FSNXB15100987;K8100987;2000-08-01;2000-08-05;15802;Warczy;8;6369;Komentarz mechanika
1888;X08FSNXB15100987;K8100987;2000-09-05;2000-09-15;15030;Silnik;1;7466;Komentarz mechanika
1889;X08FSNXB15100987;K8100987;2000-11-15;2000-11-16;14860;Silnik;1;5527;Komentarz mechanika
1890;X08FSNXB15100987;K8100987;2000-11-16;2000-11-26;15518;Warczy;9;491;Komentarz mechanika
1891;S70XWRUY29100988;Z2100988;2000-08-01;2000-08-08;17976;Silnik;9;1535;Komentarz mechanika
1892;T98ZGGUC22100990;S3100990;2000-08-01;2000-08-06;12979;Warczy;5;232;Komentarz mechanika
1893;T98ZGGUC22100990;S3100990;2000-09-06;2000-09-06;12464;Warczy;4;7447;Komentarz mechanika
1894;T98ZGGUC22100990;S3100990;2000-11-06;2000-11-08;12072;Warczy;3;8824;Komentarz mechanika
1895;T98ZGGUC22100990;S3100990;2000-11-08;2000-11-09;12490;Hamulce;3;4420;Komentarz mechanika
1896;D50HPLKY05100991;A2100991;2000-07-01;2000-07-04;12517;Silnik;8;2024;Komentarz mechanika
1897;V59DTBFB31100992;T2100992;2000-07-01;2000-07-09;18093;Silnik;5;2413;Komentarz mechanika
1898;V59DTBFB31100992;T2100992;2000-09-09;2000-09-11;18125;Hamulce;5;7919;Komentarz mechanika
1899;V59DTBFB31100992;T2100992;2000-11-11;2000-11-14;18010;Wydech;5;1118;Komentarz mechanika
1900;V59DTBFB31100992;T2100992;2000-12-14;2000-12-21;17197;Wydech;7;7505;Komentarz mechanika
1901;Z64FRNEP18100993;E9100993;2000-07-01;2000-07-09;19447;Warczy;1;283;Komentarz mechanika
1902;Q58MKDXM42100994;H2100994;2000-06-01;2000-06-09;18885;Silnik;3;9020;Komentarz mechanika
1903;Q58MKDXM42100994;H2100994;2000-08-09;2000-08-14;18894;Silnik;4;9678;Komentarz mechanika
1904;Q58MKDXM42100994;H2100994;2000-10-14;2000-10-19;18724;Warczy;9;3358;Komentarz mechanika
1905;Z09DVCVO13100995;D2100995;2000-08-01;2000-08-11;19113;Warczy;7;4999;Komentarz mechanika
1906;K10BZKSY23100996;V8100996;2000-06-01;2000-06-10;20933;Wydech;8;2525;Komentarz mechanika
1907;K10BZKSY23100996;V8100996;2000-07-10;2000-07-11;20353;Silnik;9;8668;Komentarz mechanika
1908;K10BZKSY23100996;V8100996;2000-07-11;2000-07-16;20971;Wydech;10;4822;Komentarz mechanika
1909;Y69UZXKM72100997;W1100997;2000-06-01;2000-06-09;12101;Wydech;7;6019;Komentarz mechanika
1910;E90ZFNPJ94100998;J3100998;2000-08-01;2000-08-11;20142;Warczy;6;5933;Komentarz mechanika
1911;E90ZFNPJ94100998;J3100998;2000-08-11;2000-08-15;20152;Warczy;8;4828;Komentarz mechanika
1912;L06JPMSI25100999;Z6100999;2000-07-01;2000-07-09;13147;Wydech;1;5734;Komentarz mechanika
1913;L06JPMSI25100999;Z6100999;2000-07-09;2000-07-18;12919;Silnik;6;4078;Komentarz mechanika
1914;L06JPMSI25100999;Z6100999;2000-09-18;2000-09-22;12942;Silnik;5;2225;Komentarz mechanika
1915;L06JPMSI25100999;Z6100999;2000-10-22;2000-11-01;13020;Warczy;9;9875;Komentarz mechanika
1916;A98KMONT28101000;B5101000;2000-06-01;2000-06-11;15622;Silnik;9;3201;Komentarz mechanika
1917;A98KMONT28101000;B5101000;2000-08-11;2000-08-20;15819;Hamulce;3;6906;Komentarz mechanika
1918;A98KMONT28101000;B5101000;2000-09-20;2000-10-01;15555;Warczy;10;539;Komentarz mechanika
1919;A98KMONT28101000;B5101000;2000-11-01;2000-11-06;15350;Hamulce;3;212;Komentarz mechanika
1920;C98LPSZM75101001;H3101001;2000-06-01;2000-06-04;20064;Silnik;8;6415;Komentarz mechanika
1921;C98LPSZM75101001;H3101001;2000-06-04;2000-06-12;19893;Hamulce;7;5810;Komentarz mechanika
1922;C98LPSZM75101001;H3101001;2000-07-12;2000-07-19;20144;Hamulce;5;1455;Komentarz mechanika
1923;C98LPSZM75101001;H3101001;2000-07-19;2000-08-01;19900;Hamulce;5;3927;Komentarz mechanika
1924;R88WQZMR41101002;W8101002;2000-07-01;2000-07-10;18785;Warczy;2;7830;Komentarz mechanika
1925;O42RHUCO52101003;G8101003;2000-07-01;2000-07-03;16239;Wydech;7;7361;Komentarz mechanika
1926;O42RHUCO52101003;G8101003;2000-09-03;2000-09-03;16778;Hamulce;2;4629;Komentarz mechanika
1927;O42RHUCO52101003;G8101003;2000-09-03;2000-09-08;16314;Warczy;7;6443;Komentarz mechanika
1928;O42RHUCO52101003;G8101003;2000-10-08;2000-10-18;16692;Wydech;8;3606;Komentarz mechanika
1929;X63SKLWV44101004;Y4101004;2000-08-01;2000-08-04;12382;Hamulce;6;4048;Komentarz mechanika
1930;X63SKLWV44101004;Y4101004;2000-10-04;2000-10-04;11745;Wydech;5;8452;Komentarz mechanika
1931;K29WBGPB60101006;E1101006;2000-06-01;2000-06-10;14843;Warczy;4;345;Komentarz mechanika
1932;K29WBGPB60101006;E1101006;2000-06-10;2000-06-13;15126;Silnik;7;8093;Komentarz mechanika
1933;Y87OQVGM89101007;I5101007;2000-06-01;2000-06-09;12814;Wydech;3;8591;Komentarz mechanika
1934;Y87OQVGM89101007;I5101007;2000-06-09;2000-06-09;12910;Hamulce;3;4219;Komentarz mechanika
1935;Y87OQVGM89101007;I5101007;2000-08-09;2000-08-13;12888;Hamulce;6;7240;Komentarz mechanika
1936;U53ZDSZE43101008;N8101008;2000-07-01;2000-07-03;16479;Silnik;2;4019;Komentarz mechanika
1937;U53ZDSZE43101008;N8101008;2000-07-03;2000-07-05;16629;Hamulce;6;2585;Komentarz mechanika
1938;U53ZDSZE43101008;N8101008;2000-07-05;2000-07-12;17121;Hamulce;5;3387;Komentarz mechanika
1939;J27LXBGK31101009;Y9101009;2000-06-01;2000-06-07;15833;Hamulce;2;9665;Komentarz mechanika
1940;J27LXBGK31101009;Y9101009;2000-06-07;2000-06-07;15851;Warczy;2;9846;Komentarz mechanika
1941;J27LXBGK31101009;Y9101009;2000-07-07;2000-07-11;16178;Warczy;6;4462;Komentarz mechanika
1942;E72VHKUG49101010;Z4101010;2000-08-01;2000-08-02;15458;Hamulce;8;1729;Komentarz mechanika
1943;C72PCLWR60101011;W7101011;2000-08-01;2000-08-07;16873;Hamulce;7;4796;Komentarz mechanika
1944;C72PCLWR60101011;W7101011;2000-08-07;2000-08-09;16586;Hamulce;4;3934;Komentarz mechanika
1945;C72PCLWR60101011;W7101011;2000-10-09;2000-10-15;16816;Warczy;2;1059;Komentarz mechanika
1946;C72PCLWR60101011;W7101011;2000-12-15;2000-12-18;16814;Silnik;7;4977;Komentarz mechanika
1947;G64VITPK20101012;G8101012;2000-08-01;2000-08-06;21258;Wydech;4;8892;Komentarz mechanika
1948;S25AUGRP96101013;Q2101013;2000-06-01;2000-06-11;12735;Wydech;10;632;Komentarz mechanika
1949;S25AUGRP96101013;Q2101013;2000-06-11;2000-06-21;12718;Hamulce;7;8356;Komentarz mechanika
1950;S25AUGRP96101013;Q2101013;2000-06-21;2000-06-24;12945;Hamulce;4;7255;Komentarz mechanika
1951;S25AUGRP96101013;Q2101013;2000-06-24;2000-07-03;12662;Silnik;9;944;Komentarz mechanika
1952;G44RARMU92101015;U8101015;2000-07-01;2000-07-01;14258;Warczy;6;6679;Komentarz mechanika
1953;B70WTKDS85101016;D3101016;2000-07-01;2000-07-04;14847;Hamulce;8;900;Komentarz mechanika
1954;B70WTKDS85101016;D3101016;2000-07-04;2000-07-12;15026;Hamulce;3;9246;Komentarz mechanika
1955;B70WTKDS85101016;D3101016;2000-07-12;2000-07-22;15200;Silnik;7;9787;Komentarz mechanika
1956;R92IPJAO73101017;K5101017;2000-07-01;2000-07-02;18157;Wydech;5;2183;Komentarz mechanika
1957;R92IPJAO73101017;K5101017;2000-07-02;2000-07-12;18541;Wydech;3;4041;Komentarz mechanika
1958;K40ZLKXB88101019;J8101019;2000-08-01;2000-08-04;18385;Silnik;4;6455;Komentarz mechanika
1959;K40ZLKXB88101019;J8101019;2000-10-04;2000-10-10;18137;Hamulce;5;8765;Komentarz mechanika
1960;A76FOSNU38101021;M8101021;2000-07-01;2000-07-08;19242;Wydech;9;6185;Komentarz mechanika
1961;A76FOSNU38101021;M8101021;2000-08-08;2000-08-10;20116;Wydech;1;1581;Komentarz mechanika
1962;A76FOSNU38101021;M8101021;2000-09-10;2000-09-17;19880;Hamulce;3;2451;Komentarz mechanika
1963;Q83OOLOI24101022;E0101022;2000-08-01;2000-08-03;21119;Silnik;6;1086;Komentarz mechanika
1964;Q83OOLOI24101022;E0101022;2000-09-03;2000-09-05;21357;Silnik;2;6092;Komentarz mechanika
1965;V95PYRAB78101023;G9101023;2000-06-01;2000-06-03;17366;Hamulce;6;7630;Komentarz mechanika
1966;V43VTKSR86101024;W3101024;2000-06-01;2000-06-04;15845;Wydech;2;954;Komentarz mechanika
1967;V43VTKSR86101024;W3101024;2000-07-04;2000-07-10;16591;Silnik;10;8202;Komentarz mechanika
1968;R25SCSWF28101025;Q6101025;2000-07-01;2000-07-08;19928;Warczy;1;1913;Komentarz mechanika
1969;R25SCSWF28101025;Q6101025;2000-08-08;2000-08-12;19597;Hamulce;4;4329;Komentarz mechanika
1970;H53ZBQJA15101027;L7101027;2000-06-01;2000-06-03;17743;Silnik;5;6420;Komentarz mechanika
1971;H53ZBQJA15101027;L7101027;2000-08-03;2000-08-11;18227;Warczy;2;8166;Komentarz mechanika
1972;H53ZBQJA15101027;L7101027;2000-09-11;2000-09-14;18265;Silnik;2;875;Komentarz mechanika
1973;H53ZBQJA15101027;L7101027;2000-09-14;2000-09-14;18475;Wydech;3;5292;Komentarz mechanika
1974;G17BAYOV24101028;M4101028;2000-07-01;2000-07-07;11915;Silnik;2;4505;Komentarz mechanika
1975;G17BAYOV24101028;M4101028;2000-09-07;2000-09-07;11662;Silnik;8;996;Komentarz mechanika
1976;G17BAYOV24101028;M4101028;2000-09-07;2000-09-17;11891;Silnik;3;4978;Komentarz mechanika
1977;K98GHXAG29101030;I3101030;2000-06-01;2000-06-05;15161;Warczy;7;2670;Komentarz mechanika
1978;Q12DZFGG68101031;Y0101031;2000-06-01;2000-06-07;19041;Warczy;4;4518;Komentarz mechanika
1979;Q12DZFGG68101031;Y0101031;2000-06-07;2000-06-12;19198;Hamulce;3;7298;Komentarz mechanika
1980;Q12DZFGG68101031;Y0101031;2000-07-12;2000-07-15;18613;Hamulce;2;2971;Komentarz mechanika
1981;Q12DZFGG68101031;Y0101031;2000-07-15;2000-07-19;18252;Silnik;7;8847;Komentarz mechanika
1982;Y34GUZBT66101032;T4101032;2000-07-01;2000-07-05;17890;Hamulce;6;3513;Komentarz mechanika
1983;Y34GUZBT66101032;T4101032;2000-07-05;2000-07-05;17927;Silnik;7;506;Komentarz mechanika
1984;Y34GUZBT66101032;T4101032;2000-07-05;2000-07-06;18260;Hamulce;5;7235;Komentarz mechanika
1985;Y34GUZBT66101032;T4101032;2000-09-06;2000-09-16;18283;Silnik;8;8764;Komentarz mechanika
1986;L11BEJYF71101033;Q6101033;2000-06-01;2000-06-09;19013;Wydech;9;3660;Komentarz mechanika
1987;L11BEJYF71101033;Q6101033;2000-07-09;2000-07-18;18803;Warczy;1;7747;Komentarz mechanika
1988;L11BEJYF71101033;Q6101033;2000-09-18;2000-09-26;19516;Wydech;8;3642;Komentarz mechanika
1989;O96NYFXD86101035;M5101035;2000-08-01;2000-08-08;20566;Silnik;2;6615;Komentarz mechanika
1990;T90YDYSF47101037;E9101037;2000-08-01;2000-08-11;13326;Hamulce;1;1747;Komentarz mechanika
1991;Z66TMQKV92101038;B5101038;2000-07-01;2000-07-11;21811;Hamulce;9;9265;Komentarz mechanika
1992;Z66TMQKV92101038;B5101038;2000-09-11;2000-09-14;21512;Warczy;1;7213;Komentarz mechanika
1993;Z66TMQKV92101038;B5101038;2000-10-14;2000-10-23;20920;Wydech;7;7395;Komentarz mechanika
1994;Z66TMQKV92101038;B5101038;2000-10-23;2000-11-01;21107;Warczy;1;3537;Komentarz mechanika
1995;O34MDUSY83101039;W0101039;2000-06-01;2000-06-03;19792;Silnik;6;8708;Komentarz mechanika
1996;W28XUHVL44101040;P4101040;2000-06-01;2000-06-01;19781;Silnik;1;6514;Komentarz mechanika
1997;W28XUHVL44101040;P4101040;2000-08-01;2000-08-04;19576;Hamulce;9;219;Komentarz mechanika
1998;D95WZUQX42101041;I6101041;2000-07-01;2000-07-05;12395;Wydech;6;2213;Komentarz mechanika
1999;D95WZUQX42101041;I6101041;2000-07-05;2000-07-09;11635;Silnik;10;591;Komentarz mechanika
2000;D95WZUQX42101041;I6101041;2000-07-09;2000-07-17;12384;Warczy;1;7896;Komentarz mechanika
2001;D95WZUQX42101041;I6101041;2000-07-17;2000-07-18;11933;Silnik;9;9457;Komentarz mechanika
2002;I11OMETG28101042;P3101042;2000-08-01;2000-08-09;18297;Wydech;9;6423;Komentarz mechanika
2003;I11OMETG28101042;P3101042;2000-09-09;2000-09-19;18516;Silnik;4;6898;Komentarz mechanika
2004;I11OMETG28101042;P3101042;2000-10-19;2000-10-26;18401;Wydech;3;4720;Komentarz mechanika
2005;I11OMETG28101042;P3101042;2000-11-26;2000-12-04;18972;Silnik;2;4823;Komentarz mechanika
2006;H32VLSVG46101045;M0101045;2000-07-01;2000-07-11;17506;Silnik;10;9371;Komentarz mechanika
2007;N63IGSXA27101046;S3101046;2000-08-01;2000-08-11;14237;Hamulce;3;9775;Komentarz mechanika
2008;N63IGSXA27101046;S3101046;2000-10-11;2000-10-17;14791;Wydech;2;790;Komentarz mechanika
2009;N63IGSXA27101046;S3101046;2000-11-17;2000-11-22;15034;Hamulce;4;5204;Komentarz mechanika
2010;X32LLSZV45101047;C3101047;2000-08-01;2000-08-08;18929;Wydech;8;9052;Komentarz mechanika
2011;X32LLSZV45101047;C3101047;2000-09-08;2000-09-14;19290;Wydech;5;4670;Komentarz mechanika
2012;X32LLSZV45101047;C3101047;2000-09-14;2000-09-15;19032;Hamulce;6;1773;Komentarz mechanika
2013;X32LLSZV45101047;C3101047;2000-09-15;2000-09-24;19217;Hamulce;3;2572;Komentarz mechanika
2014;W99HEGDN74101048;U3101048;2000-06-01;2000-06-05;14083;Silnik;8;2659;Komentarz mechanika
2015;W99HEGDN74101048;U3101048;2000-08-05;2000-08-11;14067;Silnik;10;3155;Komentarz mechanika
2016;B72VSPDJ55101049;T2101049;2000-07-01;2000-07-02;15556;Warczy;4;6304;Komentarz mechanika
2017;B72VSPDJ55101049;T2101049;2000-08-02;2000-08-12;15176;Silnik;2;2888;Komentarz mechanika
2018;B72VSPDJ55101049;T2101049;2000-10-12;2000-10-22;15762;Warczy;9;7514;Komentarz mechanika
2019;B72VSPDJ55101049;T2101049;2000-10-22;2000-10-23;15435;Hamulce;1;8127;Komentarz mechanika
2020;A98UYVWA99101050;W9101050;2000-06-01;2000-06-04;17867;Wydech;8;6066;Komentarz mechanika
2021;A98UYVWA99101050;W9101050;2000-06-04;2000-06-11;17621;Hamulce;10;6805;Komentarz mechanika
2022;A98UYVWA99101050;W9101050;2000-08-11;2000-08-18;17553;Warczy;9;4253;Komentarz mechanika
2023;A98UYVWA99101050;W9101050;2000-08-18;2000-08-25;17746;Silnik;10;4503;Komentarz mechanika
2024;M49CYDFB30101051;M2101051;2000-08-01;2000-08-05;13706;Hamulce;7;8833;Komentarz mechanika
2025;M49CYDFB30101051;M2101051;2000-10-05;2000-10-13;13938;Warczy;2;5901;Komentarz mechanika
2026;M49CYDFB30101051;M2101051;2000-12-13;2000-12-16;13335;Silnik;8;2077;Komentarz mechanika
2027;J71OYUBI13101052;B3101052;2000-06-01;2000-06-09;20069;Warczy;2;9556;Komentarz mechanika
2028;J71OYUBI13101052;B3101052;2000-06-09;2000-06-15;19694;Hamulce;5;8060;Komentarz mechanika
2029;A18XGSVG02101053;T7101053;2000-06-01;2000-06-11;20114;Wydech;4;6532;Komentarz mechanika
2030;A18XGSVG02101053;T7101053;2000-08-11;2000-08-11;20344;Silnik;9;3901;Komentarz mechanika
2031;A18XGSVG02101053;T7101053;2000-09-11;2000-09-20;19889;Warczy;10;500;Komentarz mechanika
2032;J77WKTNR06101054;S3101054;2000-08-01;2000-08-07;15373;Silnik;8;4180;Komentarz mechanika
2033;J77WKTNR06101054;S3101054;2000-10-07;2000-10-14;15952;Warczy;8;2093;Komentarz mechanika
2034;Z28IVCWW66101056;M3101056;2000-08-01;2000-08-09;14587;Silnik;5;740;Komentarz mechanika
2035;Z28IVCWW66101056;M3101056;2000-10-09;2000-10-09;13991;Wydech;5;5392;Komentarz mechanika
2036;Z28IVCWW66101056;M3101056;2000-11-09;2000-11-17;14121;Hamulce;8;2979;Komentarz mechanika
2037;Z28IVCWW66101056;M3101056;2000-13-17;2000-13-26;13972;Wydech;4;4951;Komentarz mechanika
2038;V98HTOHF14101058;A2101058;2000-08-01;2000-08-06;15014;Warczy;5;3996;Komentarz mechanika
2039;V98HTOHF14101058;A2101058;2000-09-06;2000-09-06;15042;Silnik;1;1786;Komentarz mechanika
2040;P84YCYVP73101059;R2101059;2000-06-01;2000-06-01;14584;Silnik;8;9548;Komentarz mechanika
2041;F63OLDHB16101060;E1101060;2000-07-01;2000-07-10;16425;Warczy;10;7852;Komentarz mechanika
2042;F63OLDHB16101060;E1101060;2000-08-10;2000-08-15;16373;Warczy;1;6464;Komentarz mechanika
2043;E93LCJGD63101061;A1101061;2000-07-01;2000-07-11;19788;Hamulce;10;1614;Komentarz mechanika
2044;E93LCJGD63101061;A1101061;2000-08-11;2000-08-17;19798;Warczy;10;8476;Komentarz mechanika
2045;Q70OPRPY41101063;N5101063;2000-07-01;2000-07-03;15222;Hamulce;9;9437;Komentarz mechanika
2046;K63TPAPR34101064;W4101064;2000-06-01;2000-06-10;18914;Warczy;7;7254;Komentarz mechanika
2047;K63TPAPR34101064;W4101064;2000-06-10;2000-06-15;19285;Wydech;9;4091;Komentarz mechanika
2048;C31AIPRK33101066;L9101066;2000-06-01;2000-06-01;20645;Silnik;7;2373;Komentarz mechanika
2049;C31AIPRK33101066;L9101066;2000-07-01;2000-07-04;20043;Silnik;5;5656;Komentarz mechanika
2050;C31AIPRK33101066;L9101066;2000-08-04;2000-08-12;20025;Silnik;3;7307;Komentarz mechanika
2051;C31AIPRK33101066;L9101066;2000-09-12;2000-09-16;20654;Silnik;3;3925;Komentarz mechanika
2052;V05BLIEH44101068;U7101068;2000-06-01;2000-06-02;13404;Warczy;6;7451;Komentarz mechanika
2053;V05BLIEH44101068;U7101068;2000-08-02;2000-08-10;13342;Warczy;9;4879;Komentarz mechanika
2054;V05BLIEH44101068;U7101068;2000-09-10;2000-09-13;13642;Silnik;1;6022;Komentarz mechanika
2055;B17AQGHD42101069;Z7101069;2000-08-01;2000-08-03;14945;Warczy;10;9401;Komentarz mechanika
2056;B17AQGHD42101069;Z7101069;2000-09-03;2000-09-04;15162;Silnik;4;9782;Komentarz mechanika
2057;B17AQGHD42101069;Z7101069;2000-10-04;2000-10-05;15357;Hamulce;8;4262;Komentarz mechanika
2058;M99WOFFW12101072;R6101072;2000-06-01;2000-06-09;14827;Silnik;9;1718;Komentarz mechanika
2059;B82EMXFJ44101073;R7101073;2000-07-01;2000-07-09;19055;Wydech;10;8771;Komentarz mechanika
2060;B82EMXFJ44101073;R7101073;2000-07-09;2000-07-13;18694;Silnik;5;5230;Komentarz mechanika
2061;G05LAPGT74101074;O8101074;2000-08-01;2000-08-04;12667;Hamulce;9;314;Komentarz mechanika
2062;G05LAPGT74101074;O8101074;2000-08-04;2000-08-09;12784;Silnik;4;1287;Komentarz mechanika
2063;G05LAPGT74101074;O8101074;2000-08-09;2000-08-15;13210;Wydech;10;2708;Komentarz mechanika
2064;K37QPFMR42101077;R7101077;2000-07-01;2000-07-10;18845;Wydech;8;7803;Komentarz mechanika
2065;Y23VQDFI88101078;F5101078;2000-06-01;2000-06-09;12329;Wydech;8;4849;Komentarz mechanika
2066;Y23VQDFI88101078;F5101078;2000-08-09;2000-08-15;12330;Silnik;9;1340;Komentarz mechanika
2067;A49ANLIQ49101079;U5101079;2000-08-01;2000-08-09;20047;Silnik;10;6965;Komentarz mechanika
2068;A49ANLIQ49101079;U5101079;2000-08-09;2000-08-10;20338;Silnik;7;4199;Komentarz mechanika
2069;A49ANLIQ49101079;U5101079;2000-10-10;2000-10-13;20551;Warczy;7;6098;Komentarz mechanika
2070;A49ANLIQ49101079;U5101079;2000-11-13;2000-11-18;19918;Silnik;7;6929;Komentarz mechanika
2071;W09FLHAF21101080;R2101080;2000-08-01;2000-08-07;11792;Wydech;4;232;Komentarz mechanika
2072;W09FLHAF21101080;R2101080;2000-10-07;2000-10-07;12023;Wydech;1;3974;Komentarz mechanika
2073;W09FLHAF21101080;R2101080;2000-10-07;2000-10-11;12088;Warczy;6;9168;Komentarz mechanika
2074;W09FLHAF21101080;R2101080;2000-11-11;2000-11-18;12496;Hamulce;3;3501;Komentarz mechanika
2075;V52HDSFL67101081;Z2101081;2000-06-01;2000-06-10;21118;Hamulce;2;3594;Komentarz mechanika
2076;F80CHJWJ10101082;G7101082;2000-06-01;2000-06-07;15399;Warczy;8;5601;Komentarz mechanika
2077;F80CHJWJ10101082;G7101082;2000-06-07;2000-06-11;15676;Warczy;5;3058;Komentarz mechanika
2078;Y71XQBIC83101083;E4101083;2000-08-01;2000-08-05;20361;Hamulce;10;1960;Komentarz mechanika
2079;Y71XQBIC83101083;E4101083;2000-09-05;2000-09-12;20519;Hamulce;7;2611;Komentarz mechanika
2080;H65QYLIX61101085;H0101085;2000-07-01;2000-07-11;16856;Hamulce;1;4312;Komentarz mechanika
2081;A12RBFUB83101086;N7101086;2000-08-01;2000-08-06;18320;Hamulce;9;5277;Komentarz mechanika
2082;Q05BZUYE46101087;G9101087;2000-07-01;2000-07-01;15101;Wydech;9;3725;Komentarz mechanika
2083;A63VFYFY82101088;J5101088;2000-07-01;2000-07-06;15367;Silnik;5;7766;Komentarz mechanika
2084;A63VFYFY82101088;J5101088;2000-08-06;2000-08-15;15123;Hamulce;2;7760;Komentarz mechanika
2085;A63VFYFY82101088;J5101088;2000-10-15;2000-10-17;15325;Hamulce;9;6338;Komentarz mechanika
2086;H13FNUWB42101089;O0101089;2000-06-01;2000-06-02;18252;Silnik;5;4430;Komentarz mechanika
2087;H13QGZLT11101091;B4101091;2000-07-01;2000-07-10;17630;Wydech;5;663;Komentarz mechanika
2088;H13QGZLT11101091;B4101091;2000-09-10;2000-09-19;17612;Hamulce;8;2271;Komentarz mechanika
