id;vin_number;registration_number;date_sent_to_fic;date_fixed;milage;car_element_name;fault_severity;cost;mechanics_report
2438;L23VHJRX58100407;A5100407;1999-07-21;1999-07-21;19594;Swiatla;1;8720;Komentarz mechanika
2439;L23VHJRX58100407;A5100407;1999-07-21;1999-07-21;19594;Uszkodzenie;3;9411;Komentarz mechanika
2440;L23VHJRX58100407;A5100407;2001-05-28;2001-06-07;19594;Inne;2;2760;Komentarz mechanika
2441;L23VHJRX58100407;A5100407;2001-05-28;2001-06-07;19594;Nadwozie;6;5881;Komentarz mechanika
2442;L23VHJRX58100407;A5100407;2001-05-28;2001-06-07;19594;Swiatla;6;585;Komentarz mechanika
2443;O60DWYAK46100408;Y7100408;2005-03-01;2005-03-11;16937;Silnik;2;7479;Komentarz mechanika
2444;J77NYGKJ89100410;D0100410;2018-08-03;2018-08-12;15397;Sprzeglo;1;9380;Komentarz mechanika
2445;J77NYGKJ89100410;D0100410;2018-08-03;2018-08-12;15397;Opona;2;2295;Komentarz mechanika
2446;J77NYGKJ89100410;D0100410;2018-08-03;2018-08-12;15397;Hamulce;6;6198;Komentarz mechanika
2447;J77NYGKJ89100410;D0100410;2008-07-18;2008-07-26;15397;Okna;6;3319;Komentarz mechanika
2448;J77NYGKJ89100410;D0100410;2008-07-18;2008-07-26;15397;Uszkodzenie;2;585;Komentarz mechanika
2449;J77NYGKJ89100410;D0100410;2008-07-18;2008-07-26;15397;Silnik;3;8037;Komentarz mechanika
2450;W67YCXNP43100411;G4100411;1992-03-07;1992-03-10;10818;Nadwozie;3;9088;Komentarz mechanika
2451;W67YCXNP43100411;G4100411;1992-03-07;1992-03-10;10818;Opona;6;951;Komentarz mechanika
2452;W67YCXNP43100411;G4100411;1992-03-07;1992-03-10;10818;Warczy;2;905;Komentarz mechanika
2453;W67YCXNP43100411;G4100411;1992-03-07;1992-03-10;10818;Hamulce;3;624;Komentarz mechanika
2454;W67YCXNP43100411;G4100411;1997-03-09;1997-03-09;10818;Opona;8;6494;Komentarz mechanika
2455;W67YCXNP43100411;G4100411;2020-02-03;2020-02-13;10818;Hamulce;2;6560;Komentarz mechanika
2456;W67YCXNP43100411;G4100411;2020-02-03;2020-02-13;10818;Wydech;2;3835;Komentarz mechanika
2457;W67YCXNP43100411;G4100411;2020-02-03;2020-02-13;10818;Uszkodzenie;2;9321;Komentarz mechanika
2458;W67YCXNP43100411;G4100411;2020-02-03;2020-02-13;10818;Opona;8;8589;Komentarz mechanika
2459;W67YCXNP43100411;G4100411;2000-12-26;2001-01-04;10818;Silnik;8;8597;Komentarz mechanika
2460;W67YCXNP43100411;G4100411;2000-12-26;2001-01-04;10818;Wydech;9;8680;Komentarz mechanika
2461;K38IYRAX49100412;S3100412;2015-11-08;2015-11-14;15232;Okna;8;8648;Komentarz mechanika
2462;K38IYRAX49100412;S3100412;2015-11-08;2015-11-14;15232;Hamulce;2;1833;Komentarz mechanika
2463;K38IYRAX49100412;S3100412;2015-11-08;2015-11-14;15232;Uszkodzenie;9;5013;Komentarz mechanika
2464;K38IYRAX49100412;S3100412;2011-05-01;2011-05-10;15232;Uszkodzenie;1;2452;Komentarz mechanika
2465;K38IYRAX49100412;S3100412;2011-02-07;2011-02-08;15232;Warczy;4;1766;Komentarz mechanika
2466;K38IYRAX49100412;S3100412;2020-08-17;2020-08-22;15232;Uszkodzenie;10;1456;Komentarz mechanika
2467;K38IYRAX49100412;S3100412;2020-08-17;2020-08-22;15232;Opona;5;960;Komentarz mechanika
2468;K38IYRAX49100412;S3100412;2020-08-17;2020-08-22;15232;Nadwozie;2;2636;Komentarz mechanika
2469;D18TORQV85100413;J8100413;2005-10-16;2005-10-24;16094;Uszkodzenie;2;7713;Komentarz mechanika
2470;D18TORQV85100413;J8100413;2012-12-19;2012-12-19;16094;Silnik;6;2551;Komentarz mechanika
2471;D18TORQV85100413;J8100413;2012-12-19;2012-12-19;16094;Uszkodzenie;3;2672;Komentarz mechanika
2472;D18TORQV85100413;J8100413;2017-04-24;2017-04-27;16094;Uszkodzenie;3;5635;Komentarz mechanika
2473;D18TORQV85100413;J8100413;2017-04-24;2017-04-27;16094;Sprzeglo;6;167;Komentarz mechanika
2474;D18TORQV85100413;J8100413;2017-04-24;2017-04-27;16094;Okna;9;6407;Komentarz mechanika
2475;D18TORQV85100413;J8100413;2017-04-24;2017-04-27;16094;Inne;5;8881;Komentarz mechanika
2476;G94QHXPV66100414;L0100414;2005-08-02;2005-08-06;15668;Okna;2;9011;Komentarz mechanika
2477;G94QHXPV66100414;L0100414;2005-08-02;2005-08-06;15668;Inne;6;8951;Komentarz mechanika
2478;G94QHXPV66100414;L0100414;2005-08-02;2005-08-06;15668;Uszkodzenie;2;6978;Komentarz mechanika
2479;G94QHXPV66100414;L0100414;2005-08-02;2005-08-06;15668;Swiatla;10;5754;Komentarz mechanika
2480;G94QHXPV66100414;L0100414;2005-09-02;2005-09-09;15668;Silnik;3;3041;Komentarz mechanika
2481;G94QHXPV66100414;L0100414;2005-09-02;2005-09-09;15668;Uszkodzenie;2;5901;Komentarz mechanika
2482;G94QHXPV66100414;L0100414;2013-08-01;2013-08-02;15668;Swiatla;6;1551;Komentarz mechanika
2483;G94QHXPV66100414;L0100414;2013-08-01;2013-08-02;15668;Uszkodzenie;2;682;Komentarz mechanika
2484;G94QHXPV66100414;L0100414;2013-08-01;2013-08-02;15668;Inne;2;197;Komentarz mechanika
2485;G94QHXPV66100414;L0100414;2011-12-26;2012-01-06;15668;Silnik;2;8362;Komentarz mechanika
2486;G94QHXPV66100414;L0100414;2013-03-02;2013-03-11;15668;Wydech;3;5584;Komentarz mechanika
2487;G94QHXPV66100414;L0100414;2013-03-02;2013-03-11;15668;Silnik;8;5264;Komentarz mechanika
2488;G94QHXPV66100414;L0100414;2013-03-02;2013-03-11;15668;Opona;4;4458;Komentarz mechanika
2489;G94QHXPV66100414;L0100414;2013-03-02;2013-03-11;15668;Inne;2;4270;Komentarz mechanika
2490;C48OHMBP83100415;F3100415;2014-12-21;2014-12-28;10220;Silnik;7;1649;Komentarz mechanika
2491;C48OHMBP83100415;F3100415;2014-12-21;2014-12-28;10220;Hamulce;6;2283;Komentarz mechanika
2492;C48OHMBP83100415;F3100415;2014-12-21;2014-12-28;10220;Swiatla;6;3905;Komentarz mechanika
2493;C48OHMBP83100415;F3100415;2019-02-08;2019-02-10;10220;Opona;9;9539;Komentarz mechanika
2494;C48OHMBP83100415;F3100415;2019-02-08;2019-02-10;10220;Nadwozie;7;7223;Komentarz mechanika
2495;C48OHMBP83100415;F3100415;2019-02-08;2019-02-10;10220;Uszkodzenie;6;7484;Komentarz mechanika
2496;C48OHMBP83100415;F3100415;2019-02-08;2019-02-10;10220;Hamulce;2;9636;Komentarz mechanika
2497;C48OHMBP83100415;F3100415;2011-03-17;2011-03-24;10220;Opona;8;8671;Komentarz mechanika
2498;C48OHMBP83100415;F3100415;2011-03-17;2011-03-24;10220;Warczy;7;9444;Komentarz mechanika
2499;C48OHMBP83100415;F3100415;2011-03-17;2011-03-24;10220;Sprzeglo;2;5928;Komentarz mechanika
2500;C48OHMBP83100415;F3100415;2011-03-17;2011-03-24;10220;Uszkodzenie;6;6834;Komentarz mechanika
2501;C48OHMBP83100415;F3100415;2006-09-18;2006-09-23;10220;Okna;10;2481;Komentarz mechanika
2502;C48OHMBP83100415;F3100415;2006-09-18;2006-09-23;10220;Nadwozie;2;2182;Komentarz mechanika
2503;C48OHMBP83100415;F3100415;2006-09-18;2006-09-23;10220;Sprzeglo;6;7507;Komentarz mechanika
2504;C48OHMBP83100415;F3100415;2006-09-18;2006-09-23;10220;Hamulce;2;7704;Komentarz mechanika
2505;G92LKPYD85100416;R3100416;2017-02-02;2017-02-09;11150;Swiatla;1;3820;Komentarz mechanika
2506;G92LKPYD85100416;R3100416;2017-02-02;2017-02-09;11150;Sprzeglo;2;4911;Komentarz mechanika
2507;G92LKPYD85100416;R3100416;2017-02-02;2017-02-09;11150;Warczy;6;2417;Komentarz mechanika
2508;G92LKPYD85100416;R3100416;2020-06-05;2020-06-11;11150;Sprzeglo;10;335;Komentarz mechanika
2509;J81EZVKK46100417;F1100417;2015-12-17;2015-12-25;13742;Inne;3;1027;Komentarz mechanika
2510;J81EZVKK46100417;F1100417;2007-07-24;2007-08-01;13742;Swiatla;2;2900;Komentarz mechanika
2511;J81EZVKK46100417;F1100417;2016-10-05;2016-10-12;13742;Okna;7;1498;Komentarz mechanika
2512;J81EZVKK46100417;F1100417;2016-10-05;2016-10-12;13742;Uszkodzenie;3;5563;Komentarz mechanika
2513;J81EZVKK46100417;F1100417;2016-10-05;2016-10-12;13742;Silnik;7;3295;Komentarz mechanika
2514;Z30UNNPU33100418;Z0100418;2018-02-22;2018-03-02;18785;Swiatla;6;4821;Komentarz mechanika
2515;Z30UNNPU33100418;Z0100418;2018-02-22;2018-03-02;18785;Silnik;2;9157;Komentarz mechanika
2516;Z30UNNPU33100418;Z0100418;2012-12-24;2012-12-24;18785;Inne;6;2163;Komentarz mechanika
2517;Z30UNNPU33100418;Z0100418;2012-12-24;2012-12-24;18785;Hamulce;9;8497;Komentarz mechanika
2518;Z30UNNPU33100418;Z0100418;2018-07-18;2018-07-26;18785;Warczy;2;4415;Komentarz mechanika
2519;Z30UNNPU33100418;Z0100418;2018-07-18;2018-07-26;18785;Swiatla;10;9729;Komentarz mechanika
2520;Z30UNNPU33100418;Z0100418;2018-07-18;2018-07-26;18785;Okna;2;2840;Komentarz mechanika
2521;Z30UNNPU33100418;Z0100418;2018-07-18;2018-07-26;18785;Hamulce;7;3333;Komentarz mechanika
2522;Z30UNNPU33100418;Z0100418;2017-11-23;2017-12-03;18785;Swiatla;9;8958;Komentarz mechanika
2523;Z30UNNPU33100418;Z0100418;2017-11-23;2017-12-03;18785;Silnik;2;2580;Komentarz mechanika
2524;N74MYZRM53100419;V9100419;2020-01-26;2020-02-07;10815;Silnik;2;9332;Komentarz mechanika
2525;N74MYZRM53100419;V9100419;2013-04-02;2013-04-05;10815;Opona;3;2867;Komentarz mechanika
2526;N74MYZRM53100419;V9100419;2013-04-02;2013-04-05;10815;Uszkodzenie;2;2867;Komentarz mechanika
2527;N74MYZRM53100419;V9100419;2012-01-01;2012-01-09;10815;Nadwozie;6;7646;Komentarz mechanika
2528;N74MYZRM53100419;V9100419;2012-01-01;2012-01-09;10815;Swiatla;1;567;Komentarz mechanika
2529;N74MYZRM53100419;V9100419;2019-04-10;2019-04-17;10815;Warczy;6;7357;Komentarz mechanika
2530;N74MYZRM53100419;V9100419;2019-04-10;2019-04-17;10815;Uszkodzenie;2;667;Komentarz mechanika
2531;N74MYZRM53100419;V9100419;2019-04-10;2019-04-17;10815;Hamulce;2;9714;Komentarz mechanika
2532;N74MYZRM53100419;V9100419;2019-04-10;2019-04-17;10815;Okna;8;5540;Komentarz mechanika
2533;N74MYZRM53100419;V9100419;2012-03-09;2012-03-09;10815;Inne;7;1320;Komentarz mechanika
2534;D06GFVGZ92100420;W7100420;1996-03-20;1996-03-26;12150;Swiatla;2;2781;Komentarz mechanika
2535;D06GFVGZ92100420;W7100420;1996-03-20;1996-03-26;12150;Uszkodzenie;4;7121;Komentarz mechanika
2536;D06GFVGZ92100420;W7100420;2008-02-04;2008-02-10;12150;Okna;9;6094;Komentarz mechanika
2537;D06GFVGZ92100420;W7100420;2008-02-04;2008-02-10;12150;Silnik;7;7482;Komentarz mechanika
2538;D06GFVGZ92100420;W7100420;2008-02-04;2008-02-10;12150;Uszkodzenie;6;7327;Komentarz mechanika
2539;D06GFVGZ92100420;W7100420;2008-02-04;2008-02-10;12150;Nadwozie;5;7939;Komentarz mechanika
2540;D06GFVGZ92100420;W7100420;2020-05-23;2020-06-02;12150;Nadwozie;10;5540;Komentarz mechanika
2541;D06GFVGZ92100420;W7100420;2020-05-23;2020-06-02;12150;Hamulce;8;2509;Komentarz mechanika
2542;D06GFVGZ92100420;W7100420;2005-10-17;2005-10-20;12150;Hamulce;8;3040;Komentarz mechanika
2543;D06GFVGZ92100420;W7100420;2005-10-17;2005-10-20;12150;Nadwozie;1;443;Komentarz mechanika
2544;D06GFVGZ92100420;W7100420;2005-10-17;2005-10-20;12150;Warczy;6;2644;Komentarz mechanika
2545;R89LIVRD83100421;T8100421;2020-12-01;2020-12-09;13879;Inne;6;7533;Komentarz mechanika
2546;R89LIVRD83100421;T8100421;2020-12-01;2020-12-09;13879;Uszkodzenie;9;8946;Komentarz mechanika
2547;R89LIVRD83100421;T8100421;2020-12-01;2020-12-09;13879;Silnik;2;751;Komentarz mechanika
2548;R89LIVRD83100421;T8100421;2020-12-01;2020-12-09;13879;Swiatla;6;5506;Komentarz mechanika
2549;R89LIVRD83100421;T8100421;2015-11-28;2015-12-10;13879;Sprzeglo;1;5343;Komentarz mechanika
2550;R89LIVRD83100421;T8100421;2015-11-28;2015-12-10;13879;Nadwozie;6;1956;Komentarz mechanika
2551;R89LIVRD83100421;T8100421;2021-02-13;2021-02-18;13879;Warczy;1;3661;Komentarz mechanika
2552;R89LIVRD83100421;T8100421;2021-02-13;2021-02-18;13879;Silnik;2;7811;Komentarz mechanika
2553;R89LIVRD83100421;T8100421;2021-02-13;2021-02-18;13879;Inne;1;4700;Komentarz mechanika
2554;R89LIVRD83100421;T8100421;2021-02-13;2021-02-18;13879;Sprzeglo;3;8778;Komentarz mechanika
2555;R89LIVRD83100421;T8100421;2018-12-28;2019-01-06;13879;Swiatla;1;5420;Komentarz mechanika
2556;H97VSTAM05100422;R6100422;2002-09-27;2002-10-08;15680;Sprzeglo;2;3238;Komentarz mechanika
2557;H97VSTAM05100422;R6100422;2002-09-27;2002-10-08;15680;Inne;4;5150;Komentarz mechanika
2558;D03HCWAU00100423;M2100423;2013-11-10;2013-11-16;16363;Sprzeglo;1;9579;Komentarz mechanika
2559;D03HCWAU00100423;M2100423;2013-11-10;2013-11-16;16363;Inne;2;966;Komentarz mechanika
2560;D03HCWAU00100423;M2100423;2013-11-10;2013-11-16;16363;Warczy;2;4724;Komentarz mechanika
2561;D03HCWAU00100423;M2100423;2013-11-10;2013-11-16;16363;Nadwozie;6;2871;Komentarz mechanika
2562;Y83YUPIW56100424;K7100424;2016-04-10;2016-04-17;10238;Hamulce;6;5634;Komentarz mechanika
2563;Y83YUPIW56100424;K7100424;2016-04-10;2016-04-17;10238;Okna;10;1407;Komentarz mechanika
2564;Y83YUPIW56100424;K7100424;2016-04-10;2016-04-17;10238;Nadwozie;1;3102;Komentarz mechanika
2565;J82GOFGB04100425;A7100425;2019-04-21;2019-05-03;14742;Inne;10;7063;Komentarz mechanika
2566;J82GOFGB04100425;A7100425;2019-04-21;2019-05-03;14742;Hamulce;9;1693;Komentarz mechanika
2567;J82GOFGB04100425;A7100425;2019-04-21;2019-05-03;14742;Uszkodzenie;3;2403;Komentarz mechanika
2568;J82GOFGB04100425;A7100425;2019-04-21;2019-05-03;14742;Swiatla;8;4314;Komentarz mechanika
2569;J82GOFGB04100425;A7100425;2005-10-21;2005-11-02;14742;Uszkodzenie;2;2309;Komentarz mechanika
2570;J82GOFGB04100425;A7100425;2005-10-21;2005-11-02;14742;Sprzeglo;3;6308;Komentarz mechanika
2571;J82GOFGB04100425;A7100425;2004-06-06;2004-06-10;14742;Swiatla;10;7581;Komentarz mechanika
2572;J82GOFGB04100425;A7100425;2004-06-06;2004-06-10;14742;Warczy;5;7041;Komentarz mechanika
2573;J82GOFGB04100425;A7100425;2004-06-06;2004-06-10;14742;Hamulce;2;1931;Komentarz mechanika
2574;X31JSHYI22100426;N9100426;2003-05-19;2003-06-01;19736;Hamulce;2;845;Komentarz mechanika
2575;X31JSHYI22100426;N9100426;2014-05-25;2014-06-05;19736;Sprzeglo;10;2205;Komentarz mechanika
2576;X31JSHYI22100426;N9100426;1997-07-15;1997-07-21;19736;Opona;6;3737;Komentarz mechanika
2577;X31JSHYI22100426;N9100426;1997-07-15;1997-07-21;19736;Nadwozie;6;870;Komentarz mechanika
2578;X31JSHYI22100426;N9100426;1997-07-15;1997-07-21;19736;Swiatla;2;2133;Komentarz mechanika
2579;X31JSHYI22100426;N9100426;1997-07-15;1997-07-21;19736;Sprzeglo;2;6551;Komentarz mechanika
2580;V57CZIHM87100427;J3100427;2001-12-03;2001-12-11;11178;Sprzeglo;2;583;Komentarz mechanika
2581;V57CZIHM87100427;J3100427;2001-12-03;2001-12-11;11178;Silnik;6;3772;Komentarz mechanika
2582;V57CZIHM87100427;J3100427;2001-12-03;2001-12-11;11178;Swiatla;6;2437;Komentarz mechanika
2583;V57CZIHM87100427;J3100427;2018-10-02;2018-10-08;11178;Swiatla;3;4973;Komentarz mechanika
2584;V57CZIHM87100427;J3100427;2018-10-02;2018-10-08;11178;Hamulce;6;3947;Komentarz mechanika
2585;V57CZIHM87100427;J3100427;2018-10-02;2018-10-08;11178;Opona;4;5008;Komentarz mechanika
2586;V57CZIHM87100427;J3100427;2018-10-02;2018-10-08;11178;Sprzeglo;7;6359;Komentarz mechanika
2587;V57CZIHM87100427;J3100427;2014-11-04;2014-11-11;11178;Uszkodzenie;2;2606;Komentarz mechanika
2588;I46RPTCT17100428;X5100428;2012-11-14;2012-11-18;10840;Wydech;2;5442;Komentarz mechanika
2589;I51DDQBO09100429;R3100429;2015-03-27;2015-03-28;10945;Swiatla;4;9047;Komentarz mechanika
2590;I51DDQBO09100429;R3100429;2015-03-27;2015-03-28;10945;Nadwozie;6;3305;Komentarz mechanika
2591;B10GVIND55100430;N5100430;2018-08-05;2018-08-13;10589;Silnik;2;6982;Komentarz mechanika
2592;B10GVIND55100430;N5100430;2018-08-05;2018-08-13;10589;Inne;7;2447;Komentarz mechanika
2593;B10GVIND55100430;N5100430;2018-08-05;2018-08-13;10589;Swiatla;3;3618;Komentarz mechanika
2594;B10GVIND55100430;N5100430;2018-08-05;2018-08-13;10589;Warczy;8;2492;Komentarz mechanika
2595;B10GVIND55100430;N5100430;2019-08-01;2019-08-02;10589;Hamulce;2;4486;Komentarz mechanika
2596;B10GVIND55100430;N5100430;2019-08-01;2019-08-02;10589;Warczy;9;6303;Komentarz mechanika
2597;B10GVIND55100430;N5100430;2019-08-01;2019-08-02;10589;Swiatla;2;813;Komentarz mechanika
2598;B10GVIND55100430;N5100430;2019-06-02;2019-06-05;10589;Hamulce;2;2543;Komentarz mechanika
2599;B10GVIND55100430;N5100430;2019-06-02;2019-06-05;10589;Okna;3;5139;Komentarz mechanika
2600;B10GVIND55100430;N5100430;2019-06-02;2019-06-05;10589;Uszkodzenie;2;2297;Komentarz mechanika
2601;D88KVCWS05100433;T6100433;2020-08-25;2020-08-26;18317;Uszkodzenie;1;2891;Komentarz mechanika
2602;Y40BFBOE46100434;M3100434;2019-08-01;2019-08-07;17711;Nadwozie;6;9271;Komentarz mechanika
2603;Y40BFBOE46100434;M3100434;2019-08-01;2019-08-07;17711;Okna;2;7974;Komentarz mechanika
2604;Y40BFBOE46100434;M3100434;2019-08-01;2019-08-07;17711;Uszkodzenie;6;1545;Komentarz mechanika
2605;Y40BFBOE46100434;M3100434;2019-08-01;2019-08-07;17711;Wydech;4;6597;Komentarz mechanika
2606;Y40BFBOE46100434;M3100434;2020-11-14;2020-11-24;17711;Silnik;6;4540;Komentarz mechanika
2607;Y40BFBOE46100434;M3100434;2020-11-14;2020-11-24;17711;Inne;6;9081;Komentarz mechanika
2608;Y40BFBOE46100434;M3100434;2020-11-14;2020-11-24;17711;Hamulce;6;4243;Komentarz mechanika
2609;Y40BFBOE46100434;M3100434;2020-11-14;2020-11-24;17711;Swiatla;1;7177;Komentarz mechanika
2610;Z02ISODF96100436;J3100436;2020-11-03;2020-11-12;11265;Nadwozie;6;2988;Komentarz mechanika
2611;Z02ISODF96100436;J3100436;2018-02-20;2018-02-27;11265;Sprzeglo;5;1727;Komentarz mechanika
2612;Z02ISODF96100436;J3100436;2018-02-20;2018-02-27;11265;Inne;6;705;Komentarz mechanika
2613;Z02ISODF96100436;J3100436;2018-02-20;2018-02-27;11265;Uszkodzenie;2;2076;Komentarz mechanika
2614;Z02ISODF96100436;J3100436;2016-02-02;2016-02-02;11265;Hamulce;2;2418;Komentarz mechanika
2615;Z02ISODF96100436;J3100436;2018-07-08;2018-07-11;11265;Opona;3;1878;Komentarz mechanika
2616;Z02ISODF96100436;J3100436;2018-07-08;2018-07-11;11265;Silnik;7;4794;Komentarz mechanika
2617;Z02ISODF96100436;J3100436;2018-07-08;2018-07-11;11265;Okna;6;2145;Komentarz mechanika
2618;X07UZUMM76100437;V8100437;1998-08-23;1998-08-25;18554;Opona;7;9340;Komentarz mechanika
2619;X07UZUMM76100437;V8100437;1998-08-23;1998-08-25;18554;Inne;9;1896;Komentarz mechanika
2620;X07UZUMM76100437;V8100437;1998-08-23;1998-08-25;18554;Hamulce;2;5509;Komentarz mechanika
2621;X07UZUMM76100437;V8100437;2014-05-12;2014-05-20;18554;Swiatla;8;6390;Komentarz mechanika
2622;U42IXECD14100438;B4100438;2005-10-21;2005-10-25;11893;Hamulce;3;9212;Komentarz mechanika
2623;U42IXECD14100438;B4100438;2005-10-21;2005-10-25;11893;Uszkodzenie;7;8028;Komentarz mechanika
2624;U42IXECD14100438;B4100438;2005-10-21;2005-10-25;11893;Silnik;2;5866;Komentarz mechanika
2625;U42IXECD14100438;B4100438;2019-05-02;2019-05-07;11893;Inne;4;1948;Komentarz mechanika
2626;U42IXECD14100438;B4100438;2019-05-02;2019-05-07;11893;Uszkodzenie;9;3525;Komentarz mechanika
2627;U42IXECD14100438;B4100438;2019-05-02;2019-05-07;11893;Warczy;2;3840;Komentarz mechanika
2628;U42IXECD14100438;B4100438;2019-05-02;2019-05-07;11893;Opona;6;6487;Komentarz mechanika
2629;U42IXECD14100438;B4100438;2003-09-24;2003-10-04;11893;Warczy;6;9168;Komentarz mechanika
2630;K46TDODZ04100439;Y6100439;2003-04-04;2003-04-14;12181;Okna;9;3381;Komentarz mechanika
2631;K46TDODZ04100439;Y6100439;2003-04-04;2003-04-14;12181;Nadwozie;2;6112;Komentarz mechanika
2632;K46TDODZ04100439;Y6100439;2003-04-04;2003-04-14;12181;Inne;3;5725;Komentarz mechanika
2633;K46TDODZ04100439;Y6100439;2019-04-23;2019-05-04;12181;Silnik;2;4546;Komentarz mechanika
2634;L78BWERD69100440;L8100440;2020-08-17;2020-08-25;11896;Okna;9;5060;Komentarz mechanika
2635;L78BWERD69100440;L8100440;2020-08-17;2020-08-25;11896;Uszkodzenie;8;7407;Komentarz mechanika
2636;L78BWERD69100440;L8100440;2020-10-11;2020-10-12;11896;Nadwozie;2;810;Komentarz mechanika
2637;L78BWERD69100440;L8100440;2020-10-11;2020-10-12;11896;Warczy;1;7820;Komentarz mechanika
2638;L78BWERD69100440;L8100440;2020-10-11;2020-10-12;11896;Opona;3;2663;Komentarz mechanika
2639;L78BWERD69100440;L8100440;2020-10-11;2020-10-12;11896;Hamulce;6;4839;Komentarz mechanika
2640;L01PXFFC58100441;U7100441;2003-02-17;2003-02-27;10619;Okna;10;2754;Komentarz mechanika
2641;L01PXFFC58100441;U7100441;2003-02-17;2003-02-27;10619;Sprzeglo;2;9043;Komentarz mechanika
2642;L01PXFFC58100441;U7100441;2003-02-17;2003-02-27;10619;Uszkodzenie;2;7350;Komentarz mechanika
2643;L01PXFFC58100441;U7100441;2003-02-17;2003-02-27;10619;Silnik;3;3174;Komentarz mechanika
2644;L01PXFFC58100441;U7100441;2012-12-26;2013-01-04;10619;Inne;4;9343;Komentarz mechanika
2645;L01PXFFC58100441;U7100441;2006-04-23;2006-05-03;10619;Hamulce;3;3356;Komentarz mechanika
2646;L01PXFFC58100441;U7100441;2006-04-23;2006-05-03;10619;Uszkodzenie;6;4508;Komentarz mechanika
2647;L01PXFFC58100441;U7100441;2006-04-23;2006-05-03;10619;Nadwozie;3;297;Komentarz mechanika
2648;L01PXFFC58100441;U7100441;2006-04-23;2006-05-03;10619;Wydech;3;2603;Komentarz mechanika
2649;J65FQIOE23100443;X4100443;2001-03-16;2001-03-22;14415;Warczy;7;7439;Komentarz mechanika
2650;J65FQIOE23100443;X4100443;2001-03-16;2001-03-22;14415;Nadwozie;9;5531;Komentarz mechanika
2651;J65FQIOE23100443;X4100443;2001-03-16;2001-03-22;14415;Hamulce;2;8674;Komentarz mechanika
2652;J65FQIOE23100443;X4100443;2001-03-16;2001-03-22;14415;Sprzeglo;7;5516;Komentarz mechanika
2653;J65FQIOE23100443;X4100443;2019-06-05;2019-06-07;14415;Swiatla;1;4434;Komentarz mechanika
2654;J65FQIOE23100443;X4100443;2016-03-06;2016-03-15;14415;Warczy;6;9335;Komentarz mechanika
2655;J65FQIOE23100443;X4100443;2016-03-06;2016-03-15;14415;Nadwozie;1;9658;Komentarz mechanika
2656;J65FQIOE23100443;X4100443;2016-03-06;2016-03-15;14415;Silnik;1;385;Komentarz mechanika
2657;W13GMDNN80100444;C4100444;2013-03-16;2013-03-17;12070;Hamulce;7;3575;Komentarz mechanika
2658;W13GMDNN80100444;C4100444;2013-03-16;2013-03-17;12070;Wydech;9;8826;Komentarz mechanika
2659;W13GMDNN80100444;C4100444;2013-03-16;2013-03-17;12070;Okna;6;6423;Komentarz mechanika
2660;W13GMDNN80100444;C4100444;2007-03-23;2007-04-01;12070;Warczy;7;4863;Komentarz mechanika
2661;W13GMDNN80100444;C4100444;2007-03-23;2007-04-01;12070;Silnik;6;697;Komentarz mechanika
2662;W13GMDNN80100444;C4100444;2007-03-23;2007-04-01;12070;Sprzeglo;6;4482;Komentarz mechanika
2663;W13GMDNN80100444;C4100444;2007-03-23;2007-04-01;12070;Swiatla;10;2156;Komentarz mechanika
2664;W13GMDNN80100444;C4100444;2008-06-05;2008-06-14;12070;Uszkodzenie;2;8126;Komentarz mechanika
2665;W13GMDNN80100444;C4100444;2008-06-05;2008-06-14;12070;Sprzeglo;4;1074;Komentarz mechanika
2666;W13GMDNN80100444;C4100444;2008-06-05;2008-06-14;12070;Silnik;10;2510;Komentarz mechanika
2667;W13GMDNN80100444;C4100444;2014-08-06;2014-08-06;12070;Opona;4;7241;Komentarz mechanika
2668;W13GMDNN80100444;C4100444;2014-08-06;2014-08-06;12070;Nadwozie;6;957;Komentarz mechanika
2669;W13GMDNN80100444;C4100444;2014-08-06;2014-08-06;12070;Inne;6;4526;Komentarz mechanika
2670;W13GMDNN80100444;C4100444;2014-08-06;2014-08-06;12070;Uszkodzenie;6;4896;Komentarz mechanika
2671;W13GMDNN80100444;C4100444;2018-10-08;2018-10-16;12070;Swiatla;4;2724;Komentarz mechanika
2672;M34VIOGT29100445;N4100445;2007-07-22;2007-07-27;17701;Hamulce;6;9897;Komentarz mechanika
2673;M34VIOGT29100445;N4100445;2007-07-22;2007-07-27;17701;Sprzeglo;7;6889;Komentarz mechanika
2674;M34VIOGT29100445;N4100445;2007-07-22;2007-07-27;17701;Inne;2;5283;Komentarz mechanika
2675;M34VIOGT29100445;N4100445;2013-06-15;2013-06-25;17701;Nadwozie;6;6937;Komentarz mechanika
2676;T30ZTJJD13100448;B2100448;2019-02-27;2019-03-05;17503;Okna;1;4314;Komentarz mechanika
2677;T30ZTJJD13100448;B2100448;2019-02-27;2019-03-05;17503;Inne;6;6313;Komentarz mechanika
2678;T30ZTJJD13100448;B2100448;2019-02-27;2019-03-05;17503;Nadwozie;4;6801;Komentarz mechanika
2679;T30ZTJJD13100448;B2100448;2019-02-27;2019-03-05;17503;Hamulce;6;9757;Komentarz mechanika
2680;T30ZTJJD13100448;B2100448;2011-10-06;2011-10-06;17503;Uszkodzenie;2;6161;Komentarz mechanika
2681;W77JSLFO67100449;X3100449;2002-09-13;2002-09-18;12560;Nadwozie;2;535;Komentarz mechanika
